date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:28:05	64730/64730	---M--	200	added ('OK')	image/jpeg	etag:%226856e920-fcda%22	https://upbeat-lichterman.184-154-109-82.plesk.page/images/1200x630/16730225/486767133_1152027056935032_4169817820799514930_n-SrZiySA7bYGaUJcsIhINww.jpg	C:/Users/Salva/Downloads/Sutton/Sutton/upbeat-lichterman.184-154-109-82.plesk.page/images/1200x630/16730225/486767133_1152027056935032_4169817820799514930_n-SrZiySA7bYGaUJcsIhINww.jpg	(from https://upbeat-lichterman.184-154-109-82.plesk.page/nosotros/)
16:28:05	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-6309493ba0a00%22	https://upbeat-lichterman.184-154-109-82.plesk.page/nosotros/%22/images/0/17175625/WhatsAppImage2025-06-23at4.39.25PM6-TJwAXNpVW2oFrfjwYoNAkw.jpeg%22	C:/Users/Salva/Downloads/Sutton/Sutton/upbeat-lichterman.184-154-109-82.plesk.page/nosotros/_/images/0/17175625/WhatsAppImage2025-06-23at4.39.25PM6-TJwAXNpVW2oFrfjwYoNAkw.jpeg_	(from https://upbeat-lichterman.184-154-109-82.plesk.page/nosotros/)
16:28:05	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-6309493ba0a00%22	https://upbeat-lichterman.184-154-109-82.plesk.page/g/fonts.css2?family=Outfit:wght@300;400;700&family=Space+Grotesk:wght@400;700&display=swap	C:/Users/Salva/Downloads/Sutton/Sutton/upbeat-lichterman.184-154-109-82.plesk.page/g/fonts0380.css2	(from https://upbeat-lichterman.184-154-109-82.plesk.page/nosotros/)
16:28:05	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-6309493ba0a00%22	https://upbeat-lichterman.184-154-109-82.plesk.page/nosotros/wa.link/9ci0y0	C:/Users/Salva/Downloads/Sutton/Sutton/upbeat-lichterman.184-154-109-82.plesk.page/nosotros/wa.link/9ci0y0	(from https://upbeat-lichterman.184-154-109-82.plesk.page/nosotros/)
16:28:06	107521/107521	---M--	200	added ('OK')	image/jpeg	etag:%226856e920-1a401%22	https://upbeat-lichterman.184-154-109-82.plesk.page/images/1200x630/16730290/472666525_18482429902059987_5703702607155993391_n-U7nhrNhJDhUuSCIeNaBJQg.jpg	C:/Users/Salva/Downloads/Sutton/Sutton/upbeat-lichterman.184-154-109-82.plesk.page/images/1200x630/16730290/472666525_18482429902059987_5703702607155993391_n-U7nhrNhJDhUuSCIeNaBJQg.jpg	(from https://upbeat-lichterman.184-154-109-82.plesk.page/eventos/)
16:28:06	144704/144704	---M--	200	added ('OK')	image/jpeg	etag:%22685b4238-23540%22	https://upbeat-lichterman.184-154-109-82.plesk.page/images/976/17175592/WhatsAppImage2025-06-23at4.30.47PM2-Db2nD9u3kDfLxMhaU4rUZg.jpeg	C:/Users/Salva/Downloads/Sutton/Sutton/upbeat-lichterman.184-154-109-82.plesk.page/images/976/17175592/WhatsAppImage2025-06-23at4.30.47PM2-Db2nD9u3kDfLxMhaU4rUZg.jpg	(from https://upbeat-lichterman.184-154-109-82.plesk.page/eventos/)
16:28:07	67557/67557	---M--	200	added ('OK')	image/jpeg	etag:%22685b4238-107e5%22	https://upbeat-lichterman.184-154-109-82.plesk.page/images/576/17175592/WhatsAppImage2025-06-23at4.30.47PM2-Db2nD9u3kDfLxMhaU4rUZg.jpeg	C:/Users/Salva/Downloads/Sutton/Sutton/upbeat-lichterman.184-154-109-82.plesk.page/images/576/17175592/WhatsAppImage2025-06-23at4.30.47PM2-Db2nD9u3kDfLxMhaU4rUZg.jpg	(from https://upbeat-lichterman.184-154-109-82.plesk.page/eventos/)
16:28:07	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-6309493ba0a00%22	https://upbeat-lichterman.184-154-109-82.plesk.page/eventos/%22/images/0/16730260/471344655_18479248675059987_4364777673217939209_n-_HklyVI1tjgyIxaCJQ1Hag.jpg%22	C:/Users/Salva/Downloads/Sutton/Sutton/upbeat-lichterman.184-154-109-82.plesk.page/eventos/_/images/0/16730260/471344655_18479248675059987_4364777673217939209_n-_HklyVI1tjgyIxaCJQ1Hag.jpg_	(from https://upbeat-lichterman.184-154-109-82.plesk.page/eventos/)
16:28:08	88707/88707	---M--	200	added ('OK')	image/jpeg	etag:%22685b4238-15a83%22	https://upbeat-lichterman.184-154-109-82.plesk.page/images/955/17175627/WhatsAppImage2025-06-23at4.39.25PM4-5TKdUo-eGwHCwaWIb6gi1A.jpeg	C:/Users/Salva/Downloads/Sutton/Sutton/upbeat-lichterman.184-154-109-82.plesk.page/images/955/17175627/WhatsAppImage2025-06-23at4.39.25PM4-5TKdUo-eGwHCwaWIb6gi1A.jpg	(from https://upbeat-lichterman.184-154-109-82.plesk.page/eventos/)
16:28:08	123265/123265	---M--	200	added ('OK')	image/jpeg	etag:%22685b4238-1e181%22	https://upbeat-lichterman.184-154-109-82.plesk.page/images/1200/17175589/WhatsAppImage2025-06-23at4.39.25PM1-c_NqKmkF946Fx9gTBpqLgQ.jpeg	C:/Users/Salva/Downloads/Sutton/Sutton/upbeat-lichterman.184-154-109-82.plesk.page/images/1200/17175589/WhatsAppImage2025-06-23at4.39.25PM1-c_NqKmkF946Fx9gTBpqLgQ.jpg	(from https://upbeat-lichterman.184-154-109-82.plesk.page/eventos/)
16:28:08	104298/104298	---M--	200	added ('OK')	image/jpeg	etag:%22685b4239-1976a%22	https://upbeat-lichterman.184-154-109-82.plesk.page/images/961/17175615/WhatsAppImage2025-06-23at4.30.46PM1-yII5jQ0AQzhwttswnQU9IQ.jpeg	C:/Users/Salva/Downloads/Sutton/Sutton/upbeat-lichterman.184-154-109-82.plesk.page/images/961/17175615/WhatsAppImage2025-06-23at4.30.46PM1-yII5jQ0AQzhwttswnQU9IQ.jpg	(from https://upbeat-lichterman.184-154-109-82.plesk.page/eventos/)
16:28:09	68638/68638	---M--	200	added ('OK')	image/jpeg	etag:%22685bf391-10c1e%22	https://upbeat-lichterman.184-154-109-82.plesk.page/images/677/17175591/WhatsAppImage2025-06-23at4.30.47PM-sHfRRzJuGbI_Qu3iNcOZ4w.jpeg	C:/Users/Salva/Downloads/Sutton/Sutton/upbeat-lichterman.184-154-109-82.plesk.page/images/677/17175591/WhatsAppImage2025-06-23at4.30.47PM-sHfRRzJuGbI_Qu3iNcOZ4w.jpg	(from https://upbeat-lichterman.184-154-109-82.plesk.page/eventos/)
16:28:09	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-6309493ba0a00%22	https://upbeat-lichterman.184-154-109-82.plesk.page/eventos/wa.link/9ci0y0	C:/Users/Salva/Downloads/Sutton/Sutton/upbeat-lichterman.184-154-109-82.plesk.page/eventos/wa.link/9ci0y0	(from https://upbeat-lichterman.184-154-109-82.plesk.page/eventos/)
16:28:09	176696/176696	---M--	200	added ('OK')	image/jpeg	etag:%22685bf391-2b238%22	https://upbeat-lichterman.184-154-109-82.plesk.page/images/960/17124838/eventos2-cHPVk4UWSyl0fc09hdArNg.jpg	C:/Users/Salva/Downloads/Sutton/Sutton/upbeat-lichterman.184-154-109-82.plesk.page/images/960/17124838/eventos2-cHPVk4UWSyl0fc09hdArNg.jpg	(from https://upbeat-lichterman.184-154-109-82.plesk.page/eventos/)
16:28:09	169016/169016	---M--	200	added ('OK')	image/jpeg	etag:%22685bf391-29438%22	https://upbeat-lichterman.184-154-109-82.plesk.page/images/1200/17175622/WhatsAppImage2025-06-23at4.39.25PM-BIB_XgGPfyweG-lH2MBQNw.jpeg	C:/Users/Salva/Downloads/Sutton/Sutton/upbeat-lichterman.184-154-109-82.plesk.page/images/1200/17175622/WhatsAppImage2025-06-23at4.39.25PM-BIB_XgGPfyweG-lH2MBQNw.jpg	(from https://upbeat-lichterman.184-154-109-82.plesk.page/eventos/)
16:28:10	57653/57653	---M--	200	added ('OK')	image/jpeg	etag:%226856e920-e135%22	https://upbeat-lichterman.184-154-109-82.plesk.page/images/1200x630/16730269/471513664_18479902999059987_9086931493078858824_n-6PDHfPvdtudG4O2jKJ1FGw.jpg	C:/Users/Salva/Downloads/Sutton/Sutton/upbeat-lichterman.184-154-109-82.plesk.page/images/1200x630/16730269/471513664_18479902999059987_9086931493078858824_n-6PDHfPvdtudG4O2jKJ1FGw.jpg	(from https://upbeat-lichterman.184-154-109-82.plesk.page/reservas/)
16:28:10	55282/55282	---M--	200	added ('OK')	image/png	etag:%22685bec98-d7f2%22	https://upbeat-lichterman.184-154-109-82.plesk.page/images/576/17202861/peces2-jgxIHN_tX8SJ41z5DIfMFg.png	C:/Users/Salva/Downloads/Sutton/Sutton/upbeat-lichterman.184-154-109-82.plesk.page/images/576/17202861/peces2-jgxIHN_tX8SJ41z5DIfMFg.png	(from https://upbeat-lichterman.184-154-109-82.plesk.page/reservas/)
16:28:10	135747/135747	---M--	200	added ('OK')	image/png	etag:%22685bec98-21243%22	https://upbeat-lichterman.184-154-109-82.plesk.page/images/976/17202861/peces2-jgxIHN_tX8SJ41z5DIfMFg.png	C:/Users/Salva/Downloads/Sutton/Sutton/upbeat-lichterman.184-154-109-82.plesk.page/images/976/17202861/peces2-jgxIHN_tX8SJ41z5DIfMFg.png	(from https://upbeat-lichterman.184-154-109-82.plesk.page/reservas/)
16:28:10	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-6309493ba0a00%22	https://upbeat-lichterman.184-154-109-82.plesk.page/reservas/%22/images/0/17175597/WhatsAppImage2025-06-23at4.30.46PM-uZAzkRnr2nh0py-lekPghQ.jpeg%22	C:/Users/Salva/Downloads/Sutton/Sutton/upbeat-lichterman.184-154-109-82.plesk.page/reservas/_/images/0/17175597/WhatsAppImage2025-06-23at4.30.46PM-uZAzkRnr2nh0py-lekPghQ.jpeg_	(from https://upbeat-lichterman.184-154-109-82.plesk.page/reservas/)
16:28:10	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-6309493ba0a00%22	https://upbeat-lichterman.184-154-109-82.plesk.page/reservas/wa.link/9ci0y0	C:/Users/Salva/Downloads/Sutton/Sutton/upbeat-lichterman.184-154-109-82.plesk.page/reservas/wa.link/9ci0y0	(from https://upbeat-lichterman.184-154-109-82.plesk.page/reservas/)
